Transaction,Award ID,Order Number,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount,Award Date,Award Type,Awarding Agency,Awarding Bureau,Funding Agency,Funding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
C3CA176F-95A5-A48C-8BEE-0E2C0B622464,"AG64WCP120029","N/A",107660243,"RSD AMERICA INC.","Teaneck                     ","NJ",09,"USA","MO",05,"USA","$16,490.00",12/01/2011,Contracts,"Department of Agriculture","USDA, Office of the Chief Financial Officer","Department of Agriculture","USDA, Office of the Chief Information Officer","","",2012,Prime
9DEA5F7A-76CB-8824-90A4-12010E6FB974,"V437S81645","N/A",057102238,"S AND T OFFICE PRODUCTS INCORPORATED","Saint Paul                  ","MN",04,"USA","ND",00,"USA","$12.36",11/08/2007,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2008,Prime
BE40FD38-A6B8-84BB-B7FC-CB8A933AC5A2,"GS14F0017M","V5288OI279",803875343,"S&B COMPUTER & OFFICE PRODUCTS","Clifton Park                ","NY",20,"USA","NY",26,"USA","$24.20",05/15/2008,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2008,Prime
93FB5067-0A07-CFA9-9275-E38C5BB42607,"GS35F0427K","HHSF223201210390G",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","ID",02,"USA","$67,405.00",06/19/2012,Contracts,"Department of Health and Human Services","Food and Drug Administration","Department of Health and Human Services","Food and Drug Administration","","",2012,Prime
7DDC6E87-400C-E9C2-FA2A-7A5EA91B3F4C,"HHSF222200960161P","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","ID",02,"USA","$15,041.60",08/18/2009,Contracts,"Department of Health and Human Services","Food and Drug Administration","Department of Health and Human Services","Food and Drug Administration","","",2009,Prime
D1980C14-0924-0348-7F24-B4A6ADCF2CAD,"DOCSB134109SU0973","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","ID",02,"USA","$99,320.10",09/13/2009,Contracts,"Department of Commerce","National Institute of Standards and Technology","Department of Commerce","National Institute of Standards and Technology","","",2009,Prime
AE8D9BFB-F85F-EB32-6319-51D3ED8A7BD4,"HHSF223201110263P","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","AR",04,"USA","$15,604.00",03/02/2011,Contracts,"Department of Health and Human Services","Food and Drug Administration","Department of Health and Human Services","Food and Drug Administration","","",2011,Prime
B04BCE27-7CE0-36C5-B25D-9C2E815D6CA2,"HHSF223201111851P","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","ID",02,"USA","$49,739.00",09/14/2011,Contracts,"Department of Health and Human Services","Food and Drug Administration","Department of Health and Human Services","Food and Drug Administration","","",2011,Prime
3B21CF65-3B1E-8658-69E9-919B2DA6FE87,"HHSF223201110353P","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","AR",04,"USA","$47,067.03",04/04/2011,Contracts,"Department of Health and Human Services","Food and Drug Administration","Department of Health and Human Services","Food and Drug Administration","","",2011,Prime
D99DDFF6-7C02-E054-D5F1-7CCC0B6DA348,"HHSF223201210091A","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","ID",02,"USA","$9,044.00",06/13/2012,Contracts,"Department of Health and Human Services","Food and Drug Administration","Department of Health and Human Services","Food and Drug Administration","","",2012,Prime
1431D945-A354-3F7B-EC56-281F461FDD29,"DOCSB134111AE0049","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","ID",02,"USA","$23,691.00",05/17/2011,Contracts,"Department of Commerce","National Institute of Standards and Technology","Department of Commerce","National Institute of Standards and Technology","","",2011,Prime
24ABA83F-8BF4-E641-E6D7-79FA07D0EFF2,"DOCSB134110SU0193","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","ID",02,"USA","$24,815.88",02/19/2010,Contracts,"Department of Commerce","National Institute of Standards and Technology","Department of Commerce","National Institute of Standards and Technology","","",2010,Prime
1DA5D211-BE79-46FC-AFEA-A25A84792396,"HHSI245201500105A","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","AZ",01,"USA","$14,000.00",06/26/2015,Contracts,"Department of Health and Human Services","Indian Health Service","Department of Health and Human Services","Indian Health Service","","",2015,Prime
DE46BF60-356A-4E16-A77D-A4423B564F51,"HHSI247201500058A","N/A",926465998,"S1 IT SOLUTIONS, INC.","Boise                       ","ID",02,"USA","AZ",09,"USA","$5,391.00",04/03/2015,Contracts,"Department of Health and Human Services","Indian Health Service","Department of Health and Human Services","Indian Health Service","","",2015,Prime
9F803919-9760-454C-8429-85DD8DF98717,"5004284840","CC01",159917780,"SABA SOFTWARE, INC.","Redwood City                ","CA",14,"USA","MD",04,"USA","$356,467.00",04/04/2013,Others,"Department of Defense","Department of the Army","N/A","N/A","","",2013,Sub
0077D0F6-4807-4334-A7D9-DCED3D331ACE,"5004484274","CC01",159917780,"SABA SOFTWARE, INC.","Redwood City                ","CA",14,"USA","MD",04,"USA","$156,808.00",04/24/2014,Others,"Department of Defense","Department of the Army","N/A","N/A","","",2014,Sub
09D5D3F1-563D-1A68-C3C8-B92768B284E9,"HHSN272201000214P","N/A",879774248,"SAI SYSTEMS INTERNATIONAL, INC","Shelton                     ","CT",04,"USA","MD",08,"USA","$14,050.00",01/05/2010,Contracts,"Department of Health and Human Services","National Institutes of Health","Department of Health and Human Services","National Institutes of Health","","",2010,Prime
2116A137-A1A6-A572-643D-75DA8FB9596E,"INP14PX04015","N/A",082826723,"SAITECH INC.","Fremont                     ","CA",17,"USA","CA",04,"USA","$9,622.26",09/22/2014,Contracts,"Department of the Interior ","National Park Service.","Department of the Interior ","National Park Service.","","",2014,Prime
48B38870-252D-E341-0473-C79E35F874AF,"M6785412P4139","N/A",790458611,"SALIENT MOBILITY, LLC","Atlanta                     ","GA",05,"USA","GA",05,"USA","$12,129.00",07/28/2012,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2012,Prime
6A5DC90A-DB0D-64CC-B029-EC9679946364,"DEFE0004417","N/A",008032943,"SALIENT SOFTWARE, INC.","Bellaire                    ","TX",07,"USA","TX",07,"USA","$38,064.00",08/28/2009,Contracts,"Department of Energy","Department of Energy","N/A","N/A","","",2009,Prime
01BE4657-0213-1A7E-9D5E-8C4D5E97E6A9,"DEFE0004417","N/A",008032943,"SALIENT SOFTWARE, INC.","Bellaire                    ","TX",07,"USA","TX",07,"USA","$1,365.00",09/24/2009,Contracts,"Department of Energy","Department of Energy","N/A","N/A","","",2009,Prime
E3135B7A-3AD6-90FE-195F-C2C7023179C7,"V660Q82848","N/A",556278414,"SALT LAKE OFFICE PRODUCTS","Kaysville                   ","UT",01,"USA","UT",02,"USA","$280.50",03/18/2008,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2008,Prime
7A9825A9-CF2B-4650-9E10-181C70D6A41C,"5004170531","N/A",085800527,"SAP PUBLIC SERVICES, INC.","Washington                  ","DC",AL,"USA","VA",08,"USA","$89,714.00",09/27/2012,Others,"Department of Homeland Security","Federal Emergency Management Agency","N/A","N/A","","",2012,Sub
DFCA5AF7-7661-4C88-BDAF-BC1388CCD54D,"5004323213","N/A",085800527,"SAP PUBLIC SERVICES, INC.","Washington                  ","DC",AL,"USA","VA",08,"USA","$35,159.00",06/03/2013,Others,"Department of Homeland Security","Federal Emergency Management Agency","N/A","N/A","","",2013,Sub
DE8D94FF-8292-4C30-B4C6-E269E19886C7,"5004266502","HHSM500201200161G",138258038,"SAPPHIRE TECHNOLOGIES, LP","Woburn                      ","MA",05,"USA","MD",02,"USA","$275,000.00",03/01/2013,Others,"Department of Health and Human Services","Centers for Medicare & Medicaid Services","N/A","N/A","","",2013,Sub
04035024-D1A5-4268-919C-636A03C7E581,"5004381433","0641",138258038,"SAPPHIRE TECHNOLOGIES, LP","Woburn                      ","MA",05,"USA","MA",05,"USA","$7,224.00",09/26/2013,Others,"Department of Defense","Defense Information Systems Agency","N/A","N/A","","",2013,Sub
28006B93-E1C8-416E-8B37-00F85257CEA0,"5004379195","0641",138258038,"SAPPHIRE TECHNOLOGIES, LP","Woburn                      ","MA",05,"USA","MA",05,"USA","$8,337.00",10/23/2013,Others,"Department of Defense","Defense Information Systems Agency","N/A","N/A","","",2014,Sub
78BF0CE1-CDDC-4C50-901A-0C32E35957E9,"5004381428","0641",138258038,"SAPPHIRE TECHNOLOGIES, LP","Woburn                      ","MA",05,"USA","MA",05,"USA","$5,004.00",09/26/2013,Others,"Department of Defense","Defense Information Systems Agency","N/A","N/A","","",2013,Sub
9BAC9498-4E0A-40AC-BA28-C939B277CA00,"5004381432","0641",138258038,"SAPPHIRE TECHNOLOGIES, LP","Woburn                      ","MA",05,"USA","MA",05,"USA","$6,670.00",09/26/2013,Others,"Department of Defense","Defense Information Systems Agency","N/A","N/A","","",2013,Sub
D0A0228A-5168-4AA6-B381-57447307DFD9,"5004381226","0641",138258038,"SAPPHIRE TECHNOLOGIES, LP","Woburn                      ","MA",05,"USA","MA",05,"USA","$6,672.00",09/26/2013,Others,"Department of Defense","Defense Information Systems Agency","N/A","N/A","","",2013,Sub
D4961EEA-C794-4512-8F4F-83DF37B59BCA,"5004381223","0641",138258038,"SAPPHIRE TECHNOLOGIES, LP","Woburn                      ","MA",05,"USA","MA",05,"USA","$7,252.00",09/26/2013,Others,"Department of Defense","Defense Information Systems Agency","N/A","N/A","","",2013,Sub
5F4A9C7E-9634-D303-7199-9154389C9C97,"V678P82463","N/A",008395402,"SASIADEK'S","Tucson                      ","AZ",03,"USA","AZ",03,"USA","$75.00",12/03/2007,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2008,Prime
6BB04FE3-096B-5490-4500-8CFF5C9ED760,"V678P85397","N/A",008395402,"SASIADEK'S","Tucson                      ","AZ",03,"USA","AZ",03,"USA","$75.00",02/15/2008,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2008,Prime
1CAC004D-BFE8-D75E-86A5-A26D91D38496,"V678P86563","N/A",008395402,"SASIADEK'S","Tucson                      ","AZ",03,"USA","AZ",03,"USA","$150.00",03/17/2008,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2008,Prime
7B03F10E-1751-C8AA-D913-4CAC9A64498E,"DJF131200P0000821","N/A",145725763,"SAVA WORKFORCE SOLUTIONS, LLC","Herndon                     ","VA",10,"USA","VA",10,"USA","$20,236.80",08/20/2013,Contracts,"Department of Justice","Federal Bureau of Investigation","Department of Justice","Federal Bureau of Investigation","","",2013,Prime
9623FF38-F182-48C7-9444-E37647CF1580,"ESD 2007-SUB 10-002","HHSM500T0010",627477800,"SAXON INFOTECH INC.","Columbia                    ","MD",03,"USA","MD",03,"USA","$77,302.00",08/08/2012,Others,"Department of Health and Human Services","Centers for Medicare & Medicaid Services","N/A","N/A","","",2012,Sub
5981BF6C-562A-49A9-8A87-529BFBC2349A,"ESD 2007-SUB 10-002","HHSM500T0010",627477800,"SAXON INFOTECH INC.","Columbia                    ","MD",03,"USA","MD",03,"USA","$77,302.00",08/08/2012,Others,"Department of Health and Human Services","Centers for Medicare & Medicaid Services","N/A","N/A","","",2012,Sub
CC68584D-42C6-1A14-6F9D-400680BC0D7C,"TIRNO06D00020","TIRNO06D000200007",833063154,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","MCLEAN","VA",11,"USA","MD",04,"USA","$1,625.46",01/10/2013,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2013,Prime
AB92C02D-3394-B4DF-5239-13FEF3EA76BD,"TIRNO06D00020","TIRNO06D000200007",004625328,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","Falls Church                ","VA",08,"USA","MD",04,"USA","$261,545.00",04/01/2010,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2010,Prime
6C55E69A-7DDD-0ED6-8A12-B6EF090159F1,"TIRNO06D00020","TIRNO06D000200007",004625328,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","Falls Church                ","VA",08,"USA","MD",04,"USA","$490,836.00",06/01/2010,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2010,Prime
D957516F-34EE-6DB2-FB03-C421DDB6047E,"TIRNO06D00020","TIRNO06D000200007",004625328,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","Falls Church                ","VA",08,"USA","MD",04,"USA","$72,455.00",11/19/2009,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2010,Prime
51F9E2EC-AF92-7967-AC06-F8C7A9CA638F,"TIRNO06D00020","TIRNO06D000200007",833063154,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","MCLEAN","VA",08,"USA","MD",04,"USA","$418,236.87",06/16/2011,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2011,Prime
8232383F-76CD-9FDF-E916-F8F12C4BF153,"NNJ07JF16C","NNJ11JE59D",054781240,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","San Diego                   ","CA",52,"USA","AL",05,"USA","$27,878.47",09/13/2011,Contracts,"National Aeronautics and Space Administration","National Aeronautics and Space Administration","National Aeronautics and Space Administration","National Aeronautics and Space Administration","","",2011,Prime
58C64E9D-EEB1-7852-E88A-CCA26D80034F,"TIRNO06D00020","TIRNO06D000200007",833063154,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","MCLEAN","VA",08,"USA","MD",04,"USA","$532.09",03/23/2012,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2012,Prime
07B275BB-9C66-1E4C-39D4-B5A553F66509,"TIRNO06D00020","TIRNO06D000200007",833063154,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","MCLEAN","VA",08,"USA","MD",04,"USA","$51,635.04",07/27/2012,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2012,Prime
08941DF6-C459-5917-5139-50698C6475D2,"GS07F028AA","AG41M9D140002",144866415,"SCIENTIFIC REPAIR INC","Torrance                    ","CA",33,"USA","CA",33,"USA","$19,166.89",09/26/2014,Contracts,"Department of Agriculture","Agricultural Research Service","Department of Agriculture","Agricultural Research Service","","",2014,Prime
AC7C293A-7666-0CF2-BCF0-5F242E72CECA,"N6523612D4120","0068",197138274,"SCIENTIFIC RESEARCH CORPORATION","Atlanta                     ","GA",11,"USA","VA",03,"USA","$387,252.76",05/07/2014,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2014,Prime
9D28959A-B94F-E41B-D479-BE38A3A12BB2,"N6523612D4132","0074",197138274,"SCIENTIFIC RESEARCH CORPORATION","Atlanta                     ","GA",11,"USA","GA",11,"USA","$778,222.65",09/27/2014,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2014,Prime
A5A665E4-D72F-CDB3-0AD7-DD04A6FA0118,"N6523612D4132","0023",197138274,"SCIENTIFIC RESEARCH CORPORATION","Atlanta                     ","GA",11,"USA","GA",11,"USA","$708,204.60",09/27/2013,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2013,Prime
B6B48202-8BB2-6150-F275-836BA25904F2,"N6523611D4111","0087",197138274,"SCIENTIFIC RESEARCH CORPORATION","Atlanta                     ","GA",11,"USA","GA",11,"USA","$521,410.12",09/29/2013,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2013,Prime
0F804857-F6A9-4E75-AD3E-12209B36C867,"N6523612D4132","0085",197138274,"SCIENTIFIC RESEARCH CORPORATION","Atlanta                     ","GA",11,"USA","GA",11,"USA","$19,212.48",04/03/2015,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2015,Prime
FE848FE5-FBC9-1AD6-F045-DF82A93A0CDF,"M6738610P1012","N/A",160348731,"SDV SOLUTIONS, INC","Williamsburg                ","VA",01,"USA","MO",05,"USA","$3,360.00",01/13/2010,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2010,Prime
EC407CB2-3EE0-FFEB-A2FA-4D8ED41DCFED,"HSHQDC13D00006","HSCGG313JPWY290",160348731,"SDV SOLUTIONS, INC.","Williamsburg                ","VA",01,"USA","WV",02,"USA","$40,362.00",09/24/2013,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
E1E12535-F976-7075-E10B-32D4C2A8DA1F,"SS001060099","0003",160348731,"SDV SOLUTIONS, INC.","Williamsburg                ","VA",01,"USA","MD",07,"USA","$13,060.91",07/08/2011,Contracts,"Social Security Administration","Social Security Administration","Social Security Administration","Social Security Administration","","",2011,Prime
50FF853F-5019-B2FA-02AE-3B63DD807C38,"SS001060099","0003",160348731,"SDV SOLUTIONS, INC.","Williamsburg                ","VA",01,"USA","MD",07,"USA","$6,219.70",07/17/2011,Contracts,"Social Security Administration","Social Security Administration","Social Security Administration","Social Security Administration","","",2011,Prime
FBF28B7D-C1CB-8553-66B0-FCF000F1BB4E,"SS001060099","0003",160348731,"SDV SOLUTIONS, INC.","Williamsburg                ","VA",01,"USA","MD",07,"USA","$7,528.20",06/10/2011,Contracts,"Social Security Administration","Social Security Administration","Social Security Administration","Social Security Administration","","",2011,Prime
C14AFD41-07B1-7CFD-5562-35122B63B154,"N6523608C6003","N/A",160348731,"SDV SOLUTIONS, INC.","Williamsburg                ","VA",01,"USA","DC",00,"USA","$188,288.00",02/27/2008,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2008,Prime
DDD3CF49-7F97-B81C-90EC-64FE36FB0761,"SS001060099","0003",160348731,"SDV SOLUTIONS, INC.","Williamsburg                ","VA",01,"USA","MD",07,"USA","$2,882.14",11/28/2011,Contracts,"Social Security Administration","Social Security Administration","Social Security Administration","Social Security Administration","","",2012,Prime
4571E7E1-FB17-FCEF-65C4-9CB4CF53C996,"RRB08C012","N/A",144909553,"SENTINEL TECHNOLOGIES, INC","Downers Grove               ","IL",06,"USA","IL",07,"USA","$50,000.00",09/30/2008,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
B51CBC83-2E12-7176-7013-C36BC97E129B,"RRB10P0489","N/A",144909553,"SENTINEL TECHNOLOGIES, INC.","Downers Grove               ","IL",06,"USA","IL",07,"USA","$3,000.00",03/31/2010,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2010,Prime
2A70CC16-D957-4713-B7F7-815A8937C6A7,"5004575306","0001",928859149,"SERCO INC.","Reston                      ","VA",11,"USA","PA",04,"USA","$70,850.00",10/14/2014,Others,"Department of Defense","Department of the Navy","N/A","N/A","","",2015,Sub
83593820-60F5-4304-BA22-E3475E982BD9,"5004494413","0001",928859149,"SERCO INC.","Reston                      ","VA",11,"USA","PA",04,"USA","$39,145.00",05/01/2014,Others,"Department of Defense","Department of the Navy","N/A","N/A","","",2014,Sub
300B26FD-4A21-4BF6-99A0-A3A476FFEDF9,"5004569901","0001",928859149,"SERCO INC.","Reston                      ","VA",11,"USA","PA",04,"USA","$582,462.00",10/03/2014,Others,"Department of Defense","Department of the Navy","N/A","N/A","","",2015,Sub
5C55A145-1E70-A4E4-7A54-5B7B6E03526A,"AG84JCP110003","N/A",145549346,"SERVER SUPPLY.COM, INC.","LONG ISLAND CITY","NY",14,"USA","UT",04,"USA","$3,942.00",12/10/2010,Contracts,"Department of Agriculture","Forest Service","Department of Agriculture","Forest Service","","",2011,Prime
0562FFB0-980D-34CC-AAEA-41AC41EAFB89,"GS02F0025T","TIRNE14K00043",122806412,"SHELBY DISTRIBUTIONS INC.","El Paso                     ","TX",16,"USA","TX",16,"USA","$851,961.60",05/30/2014,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2014,Prime
2D58BEF5-F4C9-4FD8-27F3-FDC5CBD666CE,"GS35F0111K","FERC13F0002",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","DC",00,"USA","$169,467.00",10/24/2012,Contracts,"Department of Energy","Federal Energy Regulatory Commission","Department of Energy","Federal Energy Regulatory Commission","","",2013,Prime
2C6F3388-FE13-DF8F-83A1-E782CAD14569,"GS35F0111K","W9124D13F0001",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$131,736.34",10/29/2012,Contracts,"Department of Defense","Department of the Army","Department of Defense","Department of the Army","","",2013,Prime
C0FA61DC-B81A-624E-CF31-44F834F4EA49,"GS35F0111K","W52P1J13F3023",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$54,567.84",09/27/2013,Contracts,"Department of Defense","Department of the Army","Department of Defense","Department of the Army","","",2013,Prime
B460D8C8-05E7-520A-D910-A6A2E0A4FBBA,"OPM3210F0034","N/A",611429481,"SHI INTERNATIONAL CORP.","Piscataway                  ","NJ",06,"USA","NJ",06,"USA","$441,262.78",12/08/2010,Contracts,"Office of Personnel Management","Office of Personnel Management","Office of Personnel Management","Office of Personnel Management","","",2011,Prime
63065EC7-23B0-9CBD-C406-5A4A4EF16C82,"GS35F0111K","N6553811F0062",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",06,"USA","$14,689.66",07/27/2011,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2011,Prime
6EA0650F-E9E0-B971-9028-38C431FC9870,"GS35F0111K","FA822411FA044",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",06,"USA","$25,241.55",03/25/2011,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2011,Prime
09A5D82C-3572-E5BA-41B1-3390017C664E,"GS35F0111K","FA860412F7474",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$12,734.56",03/15/2012,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2012,Prime
30E98060-E872-FFD5-E6B4-7023637B6497,"GS35F0111K","N0017312F0746",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$23,797.70",07/26/2012,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2012,Prime
95FCA40F-5283-7251-7955-D565108FC730,"GS35F0111K","N6660412F1661",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","RI",01,"USA","$32,876.54",03/29/2012,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2012,Prime
D6FD441E-32A3-B0A6-3E3D-7E8115A62710,"GS35F0111K","H9223912F0066",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$11,859.42",09/18/2012,Contracts,"Department of Defense","U.S. Special Operations Command (USSOCOM)","Department of Defense","U.S. Special Operations Command (USSOCOM)","","",2012,Prime
24CEED16-6AA3-6960-7FD0-F572C99639E5,"GS35F0111K","SECHQ112F0128",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","VA",08,"USA","$48,750.00",06/11/2012,Contracts,"Securities and Exchange Commission","Securities and Exchange Commission","Securities and Exchange Commission","Securities and Exchange Commission","","",2012,Prime
7030248E-F82D-887F-7744-74A1F1DF8A2B,"GS35F0111K","SAQMMA12F4091",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","DC",00,"USA","$11,712.00",09/19/2012,Contracts,"Department of State","Department of State","Department of State","Department of State","","",2012,Prime
CA608031-899B-E6FC-F5D6-CDDE6BEAD90D,"GS35F0111K","AG32SDD120146",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$5,211.18",09/20/2012,Contracts,"Department of Agriculture","Agricultural Research Service","Department of Agriculture","Agricultural Research Service","","",2012,Prime
80A0E1F7-DC98-2B8C-7821-100EA37C10CC,"GS35F0111K","FA822412FA065",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$184,710.00",09/28/2012,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2012,Prime
963ACBD3-B9BB-44FE-9D71-86A0743C6B1D,"NNG15SE11B","NNG15VD04D",611429481,"SHI INTERNATIONAL CORP.","Somerset                    ","NJ",12,"USA","NJ",12,"USA","$5,436.40",07/20/2015,Contracts,"National Aeronautics and Space Administration","National Aeronautics and Space Administration","National Aeronautics and Space Administration","National Aeronautics and Space Administration","","",2015,Prime
842EA863-6B50-40EC-C8DA-82CB81101C47,"DOCWE133F13SE0301","N/A",828368162,"SIDDON, ELIZABETH","Juneau                      ","AK",00,"USA","AK",00,"USA","$6,993.00",01/14/2012,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","Department of Commerce","National Oceanic and Atmospheric Administration","","",2012,Prime
D7B57EAC-DFC2-0C58-FFDE-CC937CE5882E,"HHSI239201000005P","N/A",825464626,"SIEMENS HEALTHCARE DIAGNOSTICS INC","Deerfield                   ","IL",10,"USA","MN",07,"USA","$4,850.00",09/21/2009,Contracts,"Department of Health and Human Services","Indian Health Service","Department of Health and Human Services","Indian Health Service","","",2009,Prime
C580BB64-7691-1080-9956-87E91FB931F1,"W91ZLK10P0060","N/A",187894373,"SIEMENS WATER TECHNOLOGIES CORP.","Lowell                      ","MA",03,"USA","MD",02,"USA","$2,997.00",09/28/2012,Contracts,"Department of Defense","Department of the Army","Department of Defense","Department of the Army","","",2012,Prime
171FC539-1C50-72BF-3FB5-F1A31D4FB5C8,"GS35F0328K","DTFH7010F00043",612050153,"SIGNATURE TECHNOLOGY GROUP INC","Phoenix                     ","AZ",06,"USA","WA",03,"USA","$7,528.46",05/27/2010,Contracts,"Department of Transportation","Federal Highway Administration","Department of Transportation","Federal Highway Administration","","",2010,Prime
D58E0854-799D-44E1-308A-08E38D4F20D7,"HHSF223201011648P","N/A",612050153,"SIGNATURE TECHNOLOGY GROUP, INC.","Phoenix                     ","AZ",06,"USA","AR",04,"USA","$26,780.00",08/31/2010,Contracts,"Department of Health and Human Services","Food and Drug Administration","Department of Health and Human Services","Food and Drug Administration","","",2010,Prime
1FEA0976-AC91-2B72-6A7A-AA44F3566AFB,"GS35F0319Y","TIRNO13Z000050002",052821050,"SIGNET COMPUTERS INC","Arlington                   ","VA",08,"USA","MD",04,"USA","$350,000.00",03/11/2013,Contracts,"Department of the Treasury","Internal Revenue Service","Department of the Treasury","Internal Revenue Service","","",2013,Prime
72D021C4-0C58-34E3-EB1B-72F9A49C9EAF,"GS35F0422L","RRB10D0490",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$84,995.82",04/05/2010,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2010,Prime
19FC9C98-B1A6-F918-C068-4429F5910E1A,"GS35F0422L","HSCG5113FPPP008",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","TX",20,"USA","$33,161.79",10/05/2012,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
